RFP_ID,Status,Account_Name,Event_Name,Event_Type,Event_Format,Event_Configuration,Market_Segment,Organization_Industry,Lead_Source,Client_Priority,Inquiry_Date,Decision_Date,Decision_Days,Arrival_Date,Departure_Date,Nights,Lead_Time,Peak_Room_Block,Total_Room_Nights_Requested,Attendees,Has_Meeting_Space,Meeting_Spaces,Has_FnB_Requirements,Has_Special_Requirements,Response_Due_Days,Budget_Provided,Budget_Amount,Destinations_Considered,Forecasted_Occupancy,Baseline_ADR,Quoted_ADR,Proposed_Room_Revenue,Proposed_Meeting_Revenue,Proposed_FnB_Revenue,Proposed_Total_Revenue,Actual_Room_Nights,Actual_Room_Revenue,Actual_Meeting_Revenue,Actual_FnB_Revenue,Actual_Total_Revenue,Actual_Pickup_Rate,Actual_FnB_Per_Person,Lost_Reason,Year,Month,Num_Room_Types,Pct_Standard_Rooms,Pct_Premium_Rooms,Has_Suites,Rate_Spread,Min_Room_Rate,Max_Room_Rate,Suite_Rate,Standard_Rate,Peak_Night_Index,Night_Variance_Pct,Rooms_Night_1,Rooms_Night_2,Rooms_Night_3,Rooms_Night_4,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization,ADR_Discount_Pct,Revenue_Per_Room_Night,Rooms_Per_Attendee,Meeting_Space_Ratio,Demand_Tier,Is_Compression_Date,Day_of_Week_Arrival,Arrival_DOW_Name,Is_Weekend_Arrival,Is_Repeat_Client,Flag_Missing_Rate_Target,Flag_Short_Response_Window,Flag_Rate_Below_Baseline,Account_Prior_Events,Account_Prior_Booked,Account_Prior_Revenue,Account_Win_Rate,Is_First_Time_Account,Has_Prior_Decline,Rooms_Available_Peak_Date,Displacement_Risk_Score,Displacement_Risk_Level,Flag_High_Displacement,Flag_Date_Conflict,Completeness_Score,Urgency_Index
L-202310-75700,Lost,Professional Services Group,Management Training,Corporate,In-person,Full Package,Trade/Manufacturing,Trade/Manufacturing,Third-Party Planner,Medium,2023-06-20,2023-07-15,14,2023-10-08,2023-10-09,1,110,8,8,10,1,Boardroom,1,0,11,0.0,0.0,1,96.3,210.0,222.6,1780.8,1322.64,480.4,3583.84,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,10,3,59.3,40.7,1,150.91,150.45,301.36,186.95,150.45,1,0.0,8,0,0,0,1,1,1,12,0,1,1,Boardroom,2,0,2.38,255.13,298,0,2321.29,0,0,0,0,100.0,0.71,-6.0,447.98,0.8,1.0,Peak,1,6,Sun,1,0,1,0,0,10,8,113738.65,0.8,0,1,120,0.067,Low,0,0,93.3,0.1
L-202310-29400,Lost,Social Event,Martinez-Garcia Wedding,Wedding/Social,In-person,Full Package,Travel,Travel/Hospitality,Third-Party Planner,Medium,2022-10-31,2022-12-09,26,2023-10-10,2023-10-11,1,344,9,9,10,1,Boardroom,1,0,13,0.0,0.0,2,82.5,179.88,176.54,1588.86,1780.55,635.61,4005.02,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,10,2,72.3,27.7,1,80.78,134.92,215.7,215.7,134.92,1,0.0,9,0,0,0,1,6,3,12,0,1,1,Boardroom,0,0,0.14,306.46,0,0,1786.25,0,0,0,0,0.0,0.71,1.86,445.0,0.9,1.0,Peak,0,1,Tue,0,0,1,0,0,20,15,82573.96,0.75,0,1,161,0.056,Low,0,0,93.3,0.0378
L-202310-84964,Lost,Nursing Council,State Convention,Association,In-person,Rooms Only,Government,Government,Cvent,Medium,2023-02-06,2023-03-02,17,2023-10-13,2023-10-15,2,249,74,148,81,0,,1,0,7,0.0,0.0,4,90.0,179.93,188.12,27841.76,0.0,0.0,27841.76,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2023,10,2,51.9,48.1,0,167.63,141.01,308.64,0.0,141.01,2,6.8,69,74,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,-4.55,188.12,0.914,0.0,Peak,1,4,Fri,1,0,1,0,0,17,12,206128.44,0.7059,0,1,131,0.565,Moderate,0,0,93.3,0.0281
L-202310-80855,Lost,Pharmaceutical Partners,New Hire Orientation,Corporate,In-person,Full Package,Healthcare,Healthcare,Website,Low,2023-07-03,2023-07-24,9,2023-10-15,2023-10-17,2,104,36,72,45,1,Half Ballroom,1,1,12,1.0,12380.72,1,92.1,205.72,218.06,15700.32,4544.98,5025.91,25271.21,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,10,4,69.1,30.9,1,163.39,153.18,316.57,252.21,153.18,2,0.0,36,36,0,0,1,3,3,24,1,0,1,Classroom,1,0,0.54,1026.61,891,5745,8277.27,5,1,0,0,100.0,0.38,-6.0,350.99,0.8,0.222,Peak,1,6,Sun,1,0,0,0,0,23,16,210669.75,0.6957,0,1,220,0.164,Low,0,0,100.0,0.1154
L-202310-93472,Lost,Private Party,Graduation Celebration,Wedding/Social,In-person,Full Package,Travel,Travel/Hospitality,Repeat Client,Low,2023-05-10,2023-06-12,24,2023-10-15,2023-10-16,1,158,5,5,5,1,Boardroom,1,0,9,1.0,22750.69,2,92.6,196.92,202.39,1011.95,1791.37,377.11,3180.43,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,10,2,72.4,27.6,1,45.7,146.41,192.11,192.11,146.41,1,0.0,5,0,0,0,1,1,1,4,0,1,1,Boardroom,3,1,2.56,290.5,925,0,1738.01,0,0,0,0,100.0,0.36,-2.78,636.09,1.0,2.0,Peak,1,6,Sun,1,1,0,0,0,16,10,72375.41,0.625,0,1,99,0.051,Low,0,0,100.0,0.057
L-202310-20118,Lost,Energy Solutions,Leadership Summit,Corporate,In-person,Full Package,Legal,Legal,Direct Inquiry,Medium,2023-08-11,2023-09-04,12,2023-10-19,2023-10-20,1,69,61,61,81,1,Half Ballroom,1,0,12,0.0,0.0,3,83.2,180.51,184.21,11236.81,2721.55,3609.89,17568.25,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,10,4,58.2,41.8,1,121.11,137.98,259.09,259.09,137.98,1,0.0,61,0,0,0,2,3,2,16,1,0,1,Theater,0,0,0.22,1753.39,0,0,2272.57,0,0,0,0,50.0,0.68,-2.05,288.0,0.753,0.247,Peak,0,3,Thu,0,0,1,0,0,12,7,96706.91,0.5833,0,1,0,,Unknown,0,1,93.3,0.1739
L-202310-34114,Lost,Personal Event,Bar/Bat Mitzvah,Wedding/Social,In-person,Full Package,Other,Other,Third-Party Planner,Low,2023-01-23,2023-02-28,29,2023-10-23,2023-10-24,1,273,26,26,32,1,Breakout Room,1,0,7,0.0,0.0,2,83.7,179.78,182.45,4743.7,3274.89,2828.89,10847.48,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,10,4,63.1,36.9,1,83.85,150.27,234.12,234.12,160.85,1,0.0,26,0,0,0,1,2,1,12,0,0,1,Banquet,3,1,2.67,466.26,401,908,2105.34,1,0,0,0,100.0,0.8,-1.49,417.21,0.812,0.312,Peak,0,0,Mon,0,0,1,0,0,18,15,62867.23,0.8333,0,1,195,0.133,Low,0,0,93.3,0.0256
L-202310-72530,Lost,Volunteer Network,Military Reunion,SMERF,In-person,Full Package,Other,Other,Referral,Low,2023-05-30,2023-06-24,16,2023-10-23,2023-10-24,1,146,35,35,38,1,Breakout Room,1,1,9,0.0,0.0,1,82.0,174.73,166.99,5844.65,1341.27,1220.15,8406.07,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,10,3,73.7,26.3,1,139.23,136.61,275.84,171.0,136.61,1,0.0,35,0,0,0,1,5,2,8,0,0,1,Classroom,3,1,2.85,584.1,411,3915,4832.4,3,0,0,0,50.0,0.95,4.43,240.17,0.921,0.263,Peak,0,0,Mon,0,0,1,0,1,9,5,26121.08,0.5556,0,1,195,0.179,Low,0,0,93.3,0.0616
L-202310-78656,Lost,Education Foundation,Industry Forum,Association,In-person,Full Package,Other,Other,Third-Party Planner,Low,2023-02-18,2023-03-24,20,2023-10-23,2023-10-26,3,247,70,210,86,1,Half Ballroom,1,0,14,0.0,0.0,3,81.9,171.4,177.3,37233.0,7994.35,15749.76,60977.11,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,10,4,74.6,25.4,0,151.36,129.52,280.88,0.0,134.09,2,3.5,67,70,64,0,2,1,1,8,1,0,1,Classroom,0,0,0.16,1725.31,0,0,914.46,0,0,0,0,100.0,0.72,-3.44,290.37,0.814,0.233,Peak,0,0,Mon,0,0,1,0,0,15,12,319558.97,0.8,0,1,132,0.53,Moderate,0,0,93.3,0.0567
L-202310-36106,Lost,Cultural Journeys,Cultural Heritage Journey,Corporate,Hybrid,Full Package,Trade/Manufacturing,Trade/Manufacturing,Direct Inquiry,Medium,2023-08-11,2023-09-07,13,2023-10-24,2023-10-25,1,74,52,52,68,1,Half Ballroom,1,0,14,1.0,74224.4,3,82.6,173.98,184.42,9589.84,910.53,1401.72,11902.09,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,10,4,70.1,29.9,1,130.75,154.84,285.59,285.59,179.9,1,0.0,52,0,0,0,1,6,3,36,1,0,1,Classroom,1,0,0.95,1102.18,163,0,1303.74,0,0,0,0,100.0,0.57,-6.0,228.89,0.765,0.147,Peak,0,1,Tue,0,0,0,0,0,6,6,26650.08,1.0,0,0,132,0.394,Moderate,0,0,100.0,0.1892
L-202310-47707,Lost,Energy Solutions,Quarterly Business Review,Corporate,In-person,Full Package,Legal,Legal,Third-Party Planner,High,2023-08-29,2023-09-20,8,2023-10-28,2023-10-30,2,60,17,34,20,1,Breakout Room,1,0,14,0.0,0.0,1,82.8,176.19,175.73,5974.82,2738.15,1701.11,10414.08,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,10,4,68.7,31.3,1,146.04,140.3,286.34,232.66,140.3,2,11.8,15,17,0,0,1,1,1,8,0,0,1,Banquet,1,0,0.98,588.18,1469,539,2618.96,1,0,0,0,100.0,0.5,0.26,306.3,0.85,0.5,Peak,0,5,Sat,1,0,1,0,0,14,8,102721.1,0.5714,0,1,132,0.129,Low,0,0,93.3,0.2333
L-202311-78997,Lost,Real Estate Board,Networking Summit,Association,In-person,Full Package,Other,Other,Cvent,Low,2023-04-18,2023-05-16,18,2023-11-05,2023-11-08,3,201,39,117,48,1,Half Ballroom,1,1,10,1.0,36906.16,4,86.5,193.17,193.64,22655.88,6294.05,9202.85,38152.78,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,11,4,52.6,47.4,1,103.52,136.09,239.61,239.61,144.1,2,9.6,30,39,33,0,1,2,1,4,1,0,1,Theater,3,1,2.72,1164.68,903,1264,3288.99,1,0,0,0,100.0,0.4,-0.24,326.09,0.812,0.208,Peak,1,6,Sun,1,0,0,0,0,9,9,215958.27,1.0,0,0,130,0.3,Moderate,0,0,100.0,0.0498
L-202311-23513,Lost,Premier Tours,Photography Expedition,Corporate,In-person,Full Package,Legal,Legal,Third-Party Planner,Low,2023-09-04,2023-09-25,7,2023-11-15,2023-11-16,1,72,49,49,65,1,Half Ballroom,1,1,14,0.0,0.0,2,71.9,161.97,144.91,7100.59,822.43,1100.87,9023.89,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,11,3,67.0,33.0,1,24.55,127.24,151.79,151.79,127.24,1,0.0,49,0,0,0,1,1,1,12,1,0,1,Theater,1,0,1.5,1185.02,1302,3515,5882.97,5,1,0,1,50.0,0.54,10.53,184.16,0.754,0.154,Shoulder,0,2,Wed,0,0,1,0,1,9,7,46643.97,0.7778,0,1,172,0.285,Moderate,0,0,93.3,0.1944
L-202311-36467,Lost,Education Foundation,Annual Member Conference,Association,In-person,Full Package,Other,Other,Referral,Low,2023-05-22,2023-07-01,28,2023-11-19,2023-11-21,2,181,84,168,94,1,Half Ballroom,1,0,12,1.0,45081.42,4,83.0,192.16,179.78,30203.04,5632.38,11947.79,47783.21,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,11,3,54.3,45.7,1,153.84,121.68,275.52,173.93,121.68,2,10.7,75,84,0,0,1,7,3,24,1,0,1,Classroom,3,1,2.78,1340.77,1445,6552,12925.62,4,1,0,0,0.0,0.78,6.44,284.42,0.894,0.106,Peak,0,6,Sun,1,0,0,0,1,18,14,401269.6,0.7778,0,1,200,0.42,Moderate,0,0,100.0,0.0663
L-202311-65183,Lost,Insurance Federation,Committee Meeting,Association,In-person,Rooms Only,Education,Education,Direct Inquiry,High,2023-04-17,2023-05-18,25,2023-11-19,2023-11-21,2,216,68,136,74,0,,1,0,6,1.0,59189.66,1,85.7,200.75,200.65,27288.4,0.0,0.0,27288.4,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,11,2,71.5,28.5,0,152.05,129.18,281.23,0.0,129.18,2,14.7,58,68,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.05,200.65,0.919,0.0,Peak,1,6,Sun,1,0,0,0,0,16,13,321402.63,0.8125,0,1,200,0.34,Moderate,0,0,100.0,0.0278
L-202311-85973,Lost,Real Estate Board,Industry Forum,Association,In-person,Full Package,Government,Government,Direct Inquiry,High,2023-03-04,2023-04-03,19,2023-11-22,2023-11-24,2,263,43,86,55,1,Half Ballroom,1,0,11,0.0,0.0,2,75.7,168.39,155.34,13359.24,4131.15,5375.82,22866.21,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,11,2,70.3,29.7,1,62.27,151.59,213.86,213.86,213.86,2,11.6,38,43,0,0,1,2,1,12,1,0,1,Classroom,2,0,1.66,1307.49,863,2256,4123.97,3,0,0,0,100.0,0.46,7.75,265.89,0.782,0.182,Shoulder,0,2,Wed,0,0,1,0,1,10,9,215958.27,0.9,0,1,167,0.257,Moderate,0,0,93.3,0.0418
L-202311-14145,Lost,Professional Engineers Society,Networking Summit,Association,Virtual,Full Package,Other,Other,Referral,Low,2023-03-08,2023-04-04,18,2023-11-23,2023-11-26,3,260,12,36,14,1,Boardroom,1,1,9,1.0,14291.47,3,70.6,159.22,144.25,5193.0,3717.57,2550.88,11461.45,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,11,4,55.2,44.8,1,123.1,127.5,250.6,156.4,127.5,2,38.7,4,12,1,0,1,2,3,24,0,1,1,Boardroom,1,0,1.48,295.01,799,700,3228.13,2,0,0,0,50.0,1.0,9.4,318.37,0.857,0.714,Shoulder,0,3,Thu,0,0,0,0,1,18,15,292419.29,0.8333,0,1,181,0.066,Low,0,0,100.0,0.0346
L-202311-44136,Lost,Energy Solutions,Performance Review Summit,Corporate,In-person,Rooms Only,Government,Government,Direct Inquiry,High,2023-09-08,2023-09-26,13,2023-11-24,2023-11-27,3,77,54,162,59,0,,1,1,5,0.0,0.0,2,71.2,165.73,165.28,26775.36,0.0,0.0,26775.36,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,11,3,61.6,38.4,1,130.09,136.76,266.85,178.3,136.76,2,3.8,52,54,49,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.27,165.28,0.915,0.0,Shoulder,0,4,Fri,1,0,1,1,0,16,9,115130.13,0.5625,0,1,114,0.474,Moderate,0,0,93.3,0.0649
L-202311-84345,Lost,Accounting Institute,Industry Forum,Association,Virtual,Rooms Only,Healthcare,Healthcare,Third-Party Planner,Medium,2023-03-07,2023-04-07,24,2023-11-26,2023-11-29,3,264,55,165,60,0,,0,0,7,1.0,50711.67,2,71.3,166.95,154.18,25439.7,0.0,0.0,25439.7,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,11,2,51.2,48.8,1,27.98,230.27,258.25,230.27,230.27,2,6.2,53,55,47,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,7.65,154.18,0.917,0.0,Shoulder,0,6,Sun,1,0,0,0,1,18,16,302965.96,0.8889,0,1,220,0.25,Moderate,0,0,100.0,0.0265
L-202311-64687,Lost,Financial Services Group,Strategic Planning Retreat,Corporate,Virtual,Meeting Only,Healthcare,Healthcare,Referral,Medium,2023-10-17,2023-11-08,12,2023-11-27,2023-11-28,1,41,0,0,61,1,Half Ballroom,0,0,10,1.0,68025.6,4,66.2,160.03,0.0,0.0,2695.73,3307.74,6003.47,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,1,12,1,0,1,Classroom,2,0,1.86,886.23,638,380,2213.76,1,0,0,0,100.0,0.51,100.0,,0.0,0.164,Shoulder,0,0,Mon,0,0,0,0,1,13,10,96400.27,0.7692,0,1,220,0.0,Low,0,0,86.7,0.2439
L-202311-66980,Lost,Manufacturing Alliance,Management Training,Corporate,In-person,Full Package,Professional Services,Professional Services,Website,High,2023-06-23,2023-07-18,12,2023-11-30,2023-12-01,1,160,20,20,27,1,Breakout Room,1,0,13,1.0,10047.04,2,70.6,165.84,153.99,3079.8,2808.5,1113.13,7001.43,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2023,11,2,72.7,27.3,1,73.25,144.22,217.47,217.47,144.22,1,0.0,20,0,0,0,1,1,1,8,0,0,1,Classroom,2,0,1.87,586.26,1318,0,3562.41,0,0,0,0,100.0,0.68,7.15,350.07,0.741,0.37,Shoulder,0,3,Thu,0,0,0,0,1,11,7,121199.44,0.6364,0,1,109,0.183,Low,0,0,100.0,0.0812
L-202312-93548,Lost,HR Professionals Network,Awards Gala Weekend,Association,Hybrid,Full Package,Association,Association,Third-Party Planner,High,2023-05-07,2023-06-05,22,2023-12-04,2023-12-05,1,211,100,100,138,1,Grand Ballroom,1,0,7,0.0,0.0,2,49.7,151.14,113.52,11352.0,3370.89,6874.37,21597.26,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,12,2,69.8,30.2,1,84.18,107.43,191.61,191.61,107.43,1,0.0,100,0,0,0,2,2,1,8,1,0,1,Theater,3,1,2.68,2671.66,402,1282,2909.04,1,0,0,0,100.0,0.57,24.89,215.97,0.725,0.145,Low,0,0,Mon,0,0,1,0,1,12,7,126874.0,0.5833,0,1,220,0.455,Moderate,0,0,93.3,0.0332
L-202312-29014,Lost,Personal Event,Williams-Brown Wedding,Wedding/Social,In-person,Rooms Only,Travel,Travel/Hospitality,Website,High,2023-07-06,2023-08-09,27,2023-12-11,2023-12-12,1,158,29,29,31,0,,1,1,7,0.0,0.0,4,39.1,147.84,106.44,3086.76,0.0,0.0,3086.76,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,12,2,50.3,49.7,0,103.53,99.79,203.32,0.0,99.79,1,0.0,29,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,28.0,106.44,0.935,0.0,Low,0,0,Mon,0,0,1,0,1,20,16,64823.83,0.8,0,1,169,0.172,Low,0,0,93.3,0.0443
L-202312-96419,Lost,Insurance Federation,Awards Gala Weekend,Association,Hybrid,Full Package,Government,Government,Cvent,High,2023-06-07,2023-07-07,19,2023-12-15,2023-12-17,2,191,33,66,39,1,Breakout Room,1,0,11,1.0,50091.36,4,41.4,138.63,99.81,6587.46,3758.3,4711.66,15057.42,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,12,3,55.2,44.8,1,96.35,107.68,204.03,120.07,107.68,2,0.0,33,33,0,0,1,1,1,8,0,0,1,Classroom,0,0,0.11,505.72,0,0,2302.09,0,0,0,0,0.0,0.97,28.0,228.14,0.846,0.256,Low,0,4,Fri,1,0,0,0,1,17,13,321402.63,0.7647,0,1,142,0.232,Low,0,0,100.0,0.0576
L-202312-11554,Lost,Dental Association,Committee Meeting,Association,In-person,Full Package,Other,Other,RFP,Medium,2023-05-04,2023-06-08,23,2023-12-17,2023-12-20,3,227,76,228,104,1,Half Ballroom,1,1,12,0.0,0.0,3,48.2,145.03,104.42,23807.76,9008.08,18076.47,50892.31,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,12,4,72.8,27.2,1,68.38,96.87,165.25,165.25,96.87,2,2.7,71,76,73,0,2,1,1,8,1,0,1,Classroom,2,0,1.76,1834.35,169,515,2577.95,1,0,0,0,0.0,0.87,28.0,223.21,0.731,0.192,Low,0,6,Sun,1,0,1,0,1,15,13,259873.68,0.8667,0,1,220,0.345,Moderate,0,0,93.3,0.0529
L-202401-81584,Lost,Senior Adventures,Museum Tour Package,SMERF,In-person,Full Package,Education,Education,Sales Call,Low,2023-07-28,2023-08-25,17,2024-01-01,2024-01-03,2,157,32,64,38,1,Breakout Room,1,1,11,0.0,0.0,1,45.6,142.42,102.54,6562.56,1377.08,1911.58,9851.22,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2024,1,3,72.6,27.4,1,65.22,100.66,165.88,165.88,100.66,2,0.0,32,32,0,0,1,5,2,16,0,0,1,Theater,0,0,0.14,598.24,0,13000,14777.39,4,0,0,0,50.0,0.95,28.0,153.93,0.842,0.263,Low,0,0,Mon,0,0,1,0,1,6,5,15385.76,0.8333,0,1,112,0.286,Moderate,0,0,93.3,0.0701
L-202401-49582,Lost,Retail Corporation,Executive Offsite,Corporate,Hybrid,Full Package,Finance,Finance,RFP,Medium,2023-11-12,2023-12-04,14,2024-01-02,2024-01-05,3,51,37,111,44,1,Half Ballroom,1,0,8,0.0,0.0,1,51.2,147.63,110.9,12309.9,8420.7,7592.69,28323.29,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,1,3,61.8,38.2,1,100.8,101.05,201.85,137.4,101.05,2,12.9,35,37,26,0,1,5,2,8,1,0,1,Classroom,3,1,2.81,1053.65,57,7490,8869.7,2,0,0,0,100.0,0.37,24.88,255.16,0.841,0.227,Low,0,1,Tue,0,0,1,0,1,18,14,203679.4,0.7778,0,1,182,0.203,Low,0,0,93.3,0.1569
L-202401-68303,Lost,Retail Corporation,Product Launch Event,Corporate,In-person,Full Package,Finance,Finance,Sales Call,Medium,2023-09-12,2023-10-05,14,2024-01-03,2024-01-04,1,113,30,30,38,1,Breakout Room,1,0,9,0.0,0.0,2,45.6,151.57,109.13,3273.9,2693.53,2139.56,8106.99,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2024,1,4,69.7,30.3,1,91.44,103.32,194.76,168.61,103.32,1,0.0,30,0,0,0,1,5,3,24,0,0,1,Classroom,3,1,2.92,564.89,1100,9180,12040.57,4,1,0,1,0.0,0.95,28.0,270.23,0.789,0.263,Low,0,2,Wed,0,0,1,0,1,19,14,203679.4,0.7368,0,1,182,0.165,Low,0,0,93.3,0.0796
L-202401-41278,Lost,Professional Engineers Society,Awards Gala Weekend,Association,In-person,Meeting Only,Government,Government,Website,High,2023-03-22,2023-04-22,26,2024-01-05,2024-01-08,3,289,0,0,39,1,Breakout Room,0,0,5,1.0,44526.65,3,46.3,158.64,0.0,0.0,6806.54,6564.69,13371.23,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,2,8,0,0,1,Theater,3,1,3.0,375.19,195,7810,9381.5,5,0,0,0,0.0,0.97,100.0,,0.0,0.256,Low,0,4,Fri,1,0,0,1,1,21,17,358735.59,0.8095,0,1,95,0.0,Low,0,0,86.7,0.0173
L-202401-13769,Lost,Consulting Network,New Hire Orientation,Corporate,In-person,Full Package,Finance,Finance,Third-Party Planner,Medium,2023-11-22,2023-12-15,10,2024-01-06,2024-01-07,1,45,42,42,49,1,Half Ballroom,1,1,13,0.0,0.0,4,50.4,152.38,113.19,4753.98,2787.76,2341.99,9883.73,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,1,3,69.4,30.6,0,97.97,114.35,212.32,0.0,114.57,1,0.0,42,0,0,0,1,2,3,24,1,0,1,Theater,0,0,0.28,1366.0,0,6690,7977.69,5,0,1,1,100.0,0.41,25.72,235.33,0.857,0.204,Low,0,5,Sat,1,0,1,0,1,12,10,100443.44,0.8333,0,1,137,0.307,Moderate,0,0,93.3,0.2889
L-202401-90341,Lost,Service Club,Band Competition,SMERF,In-person,Full Package,Association,Association,Sales Call,High,2023-09-01,2023-09-25,16,2024-01-06,2024-01-08,2,127,42,84,52,1,Half Ballroom,1,0,8,1.0,5925.21,3,50.4,152.99,110.15,9252.6,2725.91,2433.11,14411.62,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2024,1,4,56.0,44.0,1,73.5,94.54,168.04,168.04,94.54,2,2.4,41,42,0,0,1,1,1,8,1,0,1,Classroom,2,0,1.73,1014.28,599,0,3085.28,0,0,0,0,100.0,0.43,28.0,171.57,0.808,0.192,Low,0,5,Sat,1,0,0,0,1,8,7,68843.02,0.875,0,1,190,0.221,Low,0,0,100.0,0.063
L-202401-69636,Lost,Nursing Council,Continuing Education Conference,Association,In-person,Full Package,Other,Other,Direct Inquiry,Low,2023-04-20,2023-05-28,27,2024-01-07,2024-01-10,3,262,83,249,100,1,Half Ballroom,1,0,11,0.0,0.0,2,49.4,147.24,106.01,26396.49,10581.05,17613.41,54590.95,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,1,2,59.1,40.9,0,19.61,98.31,117.92,0.0,98.31,2,6.0,71,83,75,0,1,5,3,36,1,0,1,Theater,3,1,2.55,1203.49,211,0,2662.71,0,0,0,0,100.0,0.83,28.0,219.24,0.83,0.1,Low,0,6,Sun,1,0,1,0,1,21,15,247618.16,0.7143,0,1,220,0.377,Moderate,0,0,93.3,0.042
L-202401-15250,Lost,Education Foundation,Networking Summit,Association,In-person,Full Package,Education,Education,Cvent,Medium,2023-05-17,2023-06-21,28,2024-01-14,2024-01-16,2,242,52,104,68,1,Half Ballroom,1,1,7,0.0,0.0,4,46.2,147.64,114.37,11894.48,4990.04,8709.61,25594.13,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2024,1,4,73.7,26.3,1,134.88,113.23,248.11,156.56,116.35,2,3.8,50,52,0,0,1,1,1,8,1,0,1,Classroom,0,0,0.25,823.94,0,819,1622.75,3,0,0,0,100.0,0.57,22.53,246.1,0.765,0.147,Low,0,6,Sun,1,0,1,0,1,22,17,429007.19,0.7727,0,1,220,0.236,Low,0,0,93.3,0.0289
L-202401-24643,Lost,Social Event,Anniversary Celebration,Wedding/Social,In-person,Full Package,Travel,Travel/Hospitality,Website,Medium,2023-01-14,2023-03-09,40,2024-01-14,2024-01-15,1,365,33,33,36,1,Breakout Room,1,1,14,1.0,11483.56,2,49.7,149.99,107.99,3563.67,3098.83,2420.07,9082.57,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,1,4,61.3,38.7,1,98.27,118.85,217.12,177.93,118.85,1,0.0,33,0,0,0,1,2,2,16,0,0,1,Banquet,2,0,1.77,388.96,1159,0,2845.14,0,0,0,0,50.0,0.9,28.0,275.23,0.917,0.278,Low,0,6,Sun,1,0,0,0,1,27,21,109094.69,0.7778,0,1,85,0.388,Moderate,0,0,100.0,0.0384
