RFP_ID,Status,Account_Name,Event_Name,Event_Type,Event_Format,Event_Configuration,Market_Segment,Organization_Industry,Lead_Source,Client_Priority,Inquiry_Date,Decision_Date,Decision_Days,Arrival_Date,Departure_Date,Nights,Lead_Time,Peak_Room_Block,Total_Room_Nights_Requested,Attendees,Has_Meeting_Space,Meeting_Spaces,Has_FnB_Requirements,Has_Special_Requirements,Response_Due_Days,Budget_Provided,Budget_Amount,Destinations_Considered,Forecasted_Occupancy,Baseline_ADR,Quoted_ADR,Proposed_Room_Revenue,Proposed_Meeting_Revenue,Proposed_FnB_Revenue,Proposed_Total_Revenue,Actual_Room_Nights,Actual_Room_Revenue,Actual_Meeting_Revenue,Actual_FnB_Revenue,Actual_Total_Revenue,Actual_Pickup_Rate,Actual_FnB_Per_Person,Lost_Reason,Year,Month,Num_Room_Types,Pct_Standard_Rooms,Pct_Premium_Rooms,Has_Suites,Rate_Spread,Min_Room_Rate,Max_Room_Rate,Suite_Rate,Standard_Rate,Peak_Night_Index,Night_Variance_Pct,Rooms_Night_1,Rooms_Night_2,Rooms_Night_3,Rooms_Night_4,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
B-202310-47226,Booked,Personal Event,Quinceañera Celebration,Wedding/Social,In-person,Rooms Only,Social,Social/Private,Direct Inquiry,Low,2022-12-20,2023-01-22,28,2023-10-09,2023-10-10,1,293,34,34,37,0,,0,0,5,0.0,0.0,3,81.4,174.78,153.16,5207.44,0.0,0.0,5207.44,22,3369.52,0.0,0.0,3369.52,0.6470588235294118,0.0,,2023,10,2,58.9,41.1,0,149.88,131.93,281.81,0.0,131.93,1,0.0,34,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-44053,Booked,Global Industries,Town Hall Meeting,Corporate,In-person,Full Package,Professional Services,Other,RFP,Medium,2023-07-08,2023-07-30,12,2023-10-10,2023-10-12,2,94,59,118,70,1,Half Ballroom,1,0,10,1.0,34319.54,1,80.6,182.41,154.53,18234.54,1502.27,12300.23,32037.04,94,14525.82,1502.27,11714.5,27742.59,0.7966101694915254,167.35,,2023,10,2,54.2,45.8,1,85.16,140.55,225.71,225.71,225.71,2,8.5,54,59,0,0,2,2,2,16,1,0,1,Classroom,3,1,2.0,1502.27,800,3648,5631.81,5,0,0,0,100.0,0.58
B-202310-19289,Booked,Dental Association,Networking Summit,Association,In-person,Full Package,Healthcare,Healthcare,Direct Inquiry,Medium,2022-11-27,2023-01-01,21,2023-10-12,2023-10-14,2,319,72,144,99,1,Half Ballroom,1,0,14,0.0,0.0,2,82.1,176.63,149.38,21510.72,1419.78,5972.97,28903.47,114,17029.32,1419.78,5688.54,24137.64,0.7916666666666666,57.46,,2023,10,4,51.0,49.0,1,147.44,133.91,281.35,194.97,133.91,2,11.1,64,72,0,0,2,5,2,24,1,0,1,Classroom,2,0,1.6,1419.78,1350,3880,7111.49,4,0,0,0,20.0,0.82
B-202310-27088,Booked,Dental Association,Member Appreciation Event,Association,In-person,Rooms Only,Healthcare,Healthcare,Repeat Client,High,2022-12-08,2022-12-31,20,2023-10-13,2023-10-15,2,309,67,134,73,0,,0,0,3,0.0,0.0,1,88.7,173.37,150.83,20211.22,0.0,0.0,20211.22,91,13725.53,0.0,0.0,13725.53,0.6791044776119403,0.0,,2023,10,4,57.7,42.3,1,96.18,133.24,229.42,229.42,133.24,2,7.5,62,67,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-34967,Booked,Global Industries,Leadership Summit,Corporate,In-person,Full Package,Finance,Other,Sales Call,Low,2023-06-27,2023-07-24,13,2023-10-14,2023-10-16,2,109,22,44,26,1,Breakout Room,1,0,14,1.0,13643.43,2,88.4,169.64,154.84,6812.96,354.83,4442.8,11610.59,40,6193.6,354.83,4231.24,10779.67,0.9090909090909092,162.74,,2023,10,2,57.9,42.1,1,55.62,134.86,190.48,190.48,134.86,2,4.5,21,22,0,0,1,2,2,16,0,0,1,Classroom,3,1,2.5,354.83,1000,2730,5640.34,5,0,0,0,100.0,0.65
B-202310-40603,Booked,Consulting Network,New Hire Orientation,Corporate,In-person,Full Package,Professional Services,Professional Services,Cvent,Low,2023-07-05,2023-07-28,11,2023-10-15,2023-10-16,1,102,55,55,71,1,Half Ballroom,1,1,12,1.0,20013.2,2,94.9,197.86,181.67,9991.85,1820.77,2773.26,14585.88,48,8720.16,1820.77,2641.2,13182.13,0.8727272727272727,37.2,,2023,10,3,58.7,41.3,1,75.93,139.83,215.76,215.76,139.83,1,0.0,55,0,0,0,2,1,1,8,1,0,1,Banquet,2,0,2.0,1820.77,350,1272,2162.19,2,0,0,0,100.0,0.59
B-202310-44517,Booked,Volunteer Network,Church Retreat Weekend,SMERF,In-person,Full Package,Other,Other,Cvent,Low,2023-08-04,2023-08-23,10,2023-10-15,2023-10-16,1,72,44,44,53,1,Half Ballroom,1,0,9,1.0,9061.17,2,86.5,200.51,166.85,7341.4,1156.0,0.0,8497.4,37,6173.45,1156.0,0.0,7329.45,0.8409090909090909,0.0,,2023,10,3,69.1,30.9,0,20.51,130.11,150.62,0.0,130.11,1,0.0,44,0,0,0,1,2,1,8,1,0,1,Classroom,1,0,0.5,1156.0,150,0,889.52,0,0,0,0,0.0,0.44
B-202310-15144,Booked,State Medical Association,Board Retreat,Association,In-person,Full Package,Healthcare,Healthcare,Third-Party Planner,Medium,2023-05-13,2023-06-20,27,2023-10-17,2023-10-19,2,157,34,68,41,1,Half Ballroom,1,1,11,0.0,0.0,2,85.9,173.17,146.94,9991.92,1334.47,3575.73,14902.12,49,7200.06,1334.47,3405.46,11939.99,0.7205882352941176,83.06,,2023,10,4,55.3,44.7,1,141.46,137.22,278.68,172.33,137.22,2,32.4,23,34,0,0,1,2,2,16,1,0,1,Classroom,2,0,2.0,1334.47,700,960,2812.64,2,0,0,0,100.0,0.34
B-202310-30079,Booked,Education Foundation,Networking Summit,Association,In-person,Full Package,Education,Education,Website,High,2023-05-22,2023-06-25,26,2023-10-17,2023-10-20,3,148,116,348,151,1,Grand Ballroom,1,1,8,0.0,0.0,2,83.7,178.24,153.12,53285.76,2719.06,35883.04,91887.86,247,37820.64,2719.06,34174.32,74714.02,0.7097701149425287,226.32,,2023,10,3,65.4,34.6,0,150.21,130.44,280.65,0.0,130.44,2,3.2,110,116,107,0,2,3,3,24,1,0,1,Classroom,3,1,2.33,2719.06,1350,23858,32834.37,5,0,0,0,100.0,0.63
B-202310-25517,Booked,Family Celebration,Williams-Brown Wedding,Wedding/Social,In-person,Full Package,Social,Social/Private,Repeat Client,Medium,2022-10-30,2022-12-10,32,2023-10-18,2023-10-20,2,353,47,94,56,1,Half Ballroom,1,1,9,0.0,0.0,1,85.0,182.64,156.87,14745.78,1123.44,8573.04,24442.26,56,8784.72,1123.44,8164.8,18072.96,0.5957446808510638,145.8,,2023,10,4,63.6,36.4,1,88.07,133.06,221.13,221.13,144.59,2,21.3,37,47,0,0,1,2,2,8,1,0,1,Banquet,1,0,0.5,1123.44,150,1080,1976.47,1,0,1,1,0.0,0.47
B-202310-35312,Booked,Premier Tours,Senior Travel Club,SMERF,In-person,Full Package,Education,Education,Third-Party Planner,High,2023-05-11,2023-06-03,14,2023-10-18,2023-10-20,2,160,24,48,31,1,Breakout Room,1,0,9,1.0,15013.8,1,82.3,179.5,154.65,7423.2,370.75,0.0,7793.95,44,6804.6,370.75,0.0,7175.35,0.9166666666666666,0.0,,2023,10,2,67.7,32.3,0,128.69,162.24,290.93,0.0,290.93,2,20.8,19,24,0,0,1,2,2,8,0,0,1,Classroom,1,0,1.0,370.75,300,0,1555.73,0,0,0,0,0.0,0.78
B-202310-62037,Booked,Global Industries,Leadership Summit,Corporate,In-person,Full Package,Finance,Other,RFP,Low,2023-06-19,2023-07-08,8,2023-10-18,2023-10-19,1,121,53,53,70,1,Half Ballroom,1,1,11,1.0,22217.58,1,80.2,173.27,147.35,7809.55,1540.74,5440.47,14790.76,47,6925.45,1540.74,5181.4,13647.59,0.8867924528301887,74.02,,2023,10,3,64.4,35.6,1,144.43,132.11,276.54,194.51,132.11,1,0.0,53,0,0,0,2,1,1,8,1,0,1,Banquet,3,1,3.0,1540.74,650,1008,2256.01,3,0,0,0,100.0,0.58
B-202310-64519,Booked,Community Church,Community Theater Production,SMERF,In-person,Rooms Only,SMERF,Religious,Website,Low,2023-06-26,2023-07-10,11,2023-10-18,2023-10-20,2,114,29,58,31,0,,0,0,3,0.0,0.0,3,87.4,173.45,146.18,8478.44,0.0,0.0,8478.44,48,7016.64,0.0,0.0,7016.64,0.8275862068965517,0.0,,2023,10,2,66.4,33.6,1,56.15,172.61,228.76,228.76,228.76,2,6.9,27,29,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-78714,Booked,HR Professionals Network,Member Appreciation Event,Association,In-person,Meeting Only,Professional Services,Professional Services,Third-Party Planner,Low,2023-03-11,2023-04-08,20,2023-10-18,2023-10-20,2,221,0,0,56,1,Half Ballroom,0,1,8,0.0,0.0,2,83.4,175.82,0.0,0.0,1293.6,8436.62,9730.22,0,0.0,1293.6,8034.88,9328.48,,143.48,,2023,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,2,16,1,0,1,Classroom,3,1,2.5,1293.6,1000,1660,3914.37,3,0,0,0,100.0,0.47
B-202310-50944,Booked,Nursing Council,Industry Forum,Association,In-person,Full Package,Healthcare,Healthcare,Third-Party Planner,Medium,2023-03-30,2023-04-21,15,2023-10-19,2023-10-20,1,203,70,70,86,1,Half Ballroom,1,0,7,0.0,0.0,2,86.9,171.12,157.56,11029.2,968.31,2439.91,14437.42,52,8193.12,968.31,2323.72,11485.15,0.7428571428571429,27.02,,2023,10,2,69.7,30.3,1,44.24,224.52,268.76,224.52,224.52,1,0.0,70,0,0,0,1,2,1,12,1,0,1,Theater,2,0,1.5,968.31,500,1988,3405.51,5,0,0,0,50.0,0.72
B-202310-55569,Booked,Private Party,Bar/Bat Mitzvah,Wedding/Social,In-person,Full Package,Social,Social/Private,Third-Party Planner,Low,2023-04-15,2023-06-07,42,2023-10-19,2023-10-21,2,187,33,66,43,1,Half Ballroom,1,1,11,0.0,0.0,2,84.7,175.38,150.68,9944.88,1184.08,5233.79,16362.75,39,5876.52,1184.08,4984.56,12045.16,0.5909090909090909,115.92,,2023,10,3,61.7,38.3,1,114.04,140.87,254.91,254.91,143.29,2,3.0,32,33,0,0,1,2,2,8,1,0,1,Banquet,2,0,1.5,1184.08,500,1080,2231.13,1,0,1,1,0.0,0.36
B-202310-59160,Booked,Family Celebration,Engagement Party,Wedding/Social,In-person,Full Package,Social,Social/Private,Third-Party Planner,Low,2023-05-14,2023-06-09,18,2023-10-19,2023-10-20,1,158,25,25,34,1,Breakout Room,1,1,8,0.0,0.0,3,87.8,176.22,158.37,3959.25,364.05,4386.46,8709.76,15,2375.55,364.05,4177.58,6917.18,0.6,122.87,,2023,10,2,58.5,41.5,1,65.31,153.41,218.72,218.72,153.41,1,0.0,25,0,0,0,1,2,1,8,0,0,1,Banquet,2,0,2.0,364.05,700,1870,3699.9,1,1,0,1,0.0,0.85
B-202310-14898,Booked,Accounting Institute,State Convention,Association,Hybrid,Full Package,Finance,Finance,Repeat Client,Medium,2023-02-19,2023-03-24,26,2023-10-20,2023-10-22,2,243,36,72,43,1,Half Ballroom,1,1,7,0.0,0.0,2,85.3,170.64,150.01,10800.72,803.59,7303.92,18908.23,54,8100.54,803.59,6956.11,15860.24,0.75,161.77,,2023,10,3,61.9,38.1,0,158.91,129.29,288.2,0.0,129.29,2,33.3,24,36,0,0,1,2,2,16,1,0,1,Theater,2,0,1.5,803.59,500,3280,4890.26,5,0,0,0,100.0,0.36
B-202310-27705,Booked,State Medical Association,State Convention,Association,Hybrid,Full Package,Healthcare,Healthcare,Referral,Medium,2023-02-22,2023-03-22,16,2023-10-20,2023-10-21,1,240,67,67,73,1,Half Ballroom,1,0,12,1.0,17120.34,1,83.9,175.33,154.83,10373.61,1390.27,2891.24,14655.12,51,7896.33,1390.27,2753.56,12040.16,0.7611940298507462,37.72,,2023,10,2,54.2,45.8,1,71.88,125.2,197.08,197.08,125.2,1,0.0,67,0,0,0,2,1,1,8,1,0,1,Classroom,1,0,1.0,1390.27,150,1260,2033.42,2,0,0,0,100.0,0.61
B-202310-40266,Booked,Energy Solutions,Town Hall Meeting,Corporate,In-person,Meeting Only,Technology,Other,Referral,Low,2023-07-15,2023-07-29,7,2023-10-20,2023-10-22,2,97,0,0,54,1,Half Ballroom,0,1,7,1.0,11356.6,3,79.0,181.99,0.0,0.0,976.31,8816.28,9792.59,0,0.0,976.31,8396.46,9372.77,,155.49,,2023,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,2,16,1,0,1,Theater,2,0,1.5,976.31,500,1680,3352.29,4,0,0,0,100.0,0.45
B-202310-63713,Booked,Retail Corporation,Town Hall Meeting,Corporate,In-person,Full Package,Professional Services,Other,Cvent,Medium,2023-07-25,2023-08-13,10,2023-10-20,2023-10-21,1,87,69,69,78,1,Half Ballroom,1,1,9,0.0,0.0,2,81.2,177.42,145.94,10069.86,1104.66,5544.63,16719.15,60,8756.4,1104.66,5280.6,15141.66,0.8695652173913043,67.7,,2023,10,4,58.4,41.6,1,154.93,135.45,290.38,173.12,135.45,1,0.0,69,0,0,0,1,1,1,8,1,0,1,Classroom,1,0,1.0,1104.66,150,2088,2802.17,4,0,0,0,100.0,0.65
B-202310-83922,Booked,Tour Operator Network,International Tour Package,Corporate,In-person,Full Package,Technology,Technology,RFP,High,2023-08-20,2023-09-14,11,2023-10-21,2023-10-22,1,62,47,47,59,1,Half Ballroom,1,0,14,0.0,0.0,2,94.8,210.0,193.55,9096.85,1355.04,0.0,10451.89,42,8129.1,1355.04,0.0,9484.14,0.8936170212765957,0.0,,2023,10,2,67.6,32.4,0,127.71,150.0,277.71,0.0,150.0,1,0.0,47,0,0,0,1,1,1,4,1,0,1,Classroom,0,0,0.0,1355.04,0,0,335.95,0,0,0,0,0.0,0.49
B-202310-90375,Booked,Professional Engineers Society,Educational Seminar Series,Association,In-person,Full Package,Association,Other,Sales Call,Low,2023-02-17,2023-03-13,17,2023-10-21,2023-10-22,1,246,44,44,52,1,Half Ballroom,1,0,7,0.0,0.0,3,95.7,210.0,181.81,7999.64,1059.55,4141.41,13200.6,31,5636.11,1059.55,3944.2,10639.86,0.7045454545454546,75.85,,2023,10,4,60.3,39.7,1,151.86,143.01,294.87,182.8,143.01,1,0.0,44,0,0,0,1,1,1,8,1,0,1,Banquet,1,0,1.0,1059.55,150,1500,2212.32,3,0,0,0,100.0,0.43
B-202310-97194,Booked,Professional Engineers Society,State Convention,Association,In-person,Full Package,Association,Other,Website,Medium,2023-04-03,2023-05-08,28,2023-10-22,2023-10-23,1,202,63,63,85,1,Half Ballroom,1,0,7,0.0,0.0,1,97.0,208.04,185.8,11705.4,1051.06,2364.23,15120.69,45,8361.0,1051.06,2251.65,11663.71,0.7142857142857143,26.49,,2023,10,4,56.5,43.5,1,97.69,129.92,227.61,227.61,143.54,1,0.0,63,0,0,0,1,2,1,12,1,0,1,Theater,3,1,3.0,1051.06,1300,1980,4212.84,4,0,0,0,50.0,0.71
B-202310-58679,Booked,Accounting Institute,Annual Member Conference,Association,In-person,Full Package,Finance,Finance,RFP,Low,2022-10-23,2022-11-24,21,2023-10-23,2023-10-25,2,365,25,50,29,1,Breakout Room,1,0,11,0.0,0.0,2,84.0,176.41,160.45,8022.5,429.94,5083.63,13536.07,40,6418.0,429.94,4841.55,11689.49,0.8,166.95,,2023,10,4,67.3,32.7,1,137.28,141.28,278.56,243.75,243.75,2,12.0,22,25,0,0,1,2,2,16,0,0,1,Classroom,2,0,2.0,429.94,700,2755,5384.2,4,0,0,0,100.0,0.72
B-202310-49833,Booked,Family Celebration,Quinceañera Celebration,Wedding/Social,In-person,Rooms Only,Social,Social/Private,Direct Inquiry,Low,2023-03-24,2023-04-21,25,2023-10-24,2023-10-25,1,214,36,36,39,0,,0,0,3,1.0,5665.43,2,83.0,174.74,154.34,5556.24,0.0,0.0,5556.24,22,3395.48,0.0,0.0,3395.48,0.6111111111111112,0.0,,2023,10,3,65.5,34.5,1,125.99,139.86,265.85,188.42,139.86,1,0.0,36,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-59514,Booked,Senior Adventures,Historic Sites Tour,SMERF,In-person,Full Package,SMERF,SMERF,RFP,High,2023-07-01,2023-08-01,18,2023-10-24,2023-10-25,1,115,27,27,35,1,Breakout Room,1,0,13,1.0,5314.17,4,85.6,178.34,147.66,3986.82,577.13,0.0,4563.95,25,3691.5,577.13,0.0,4268.63,0.925925925925926,0.0,,2023,10,2,61.8,38.2,1,68.87,196.59,265.46,196.59,265.46,1,0.0,27,0,0,0,1,1,1,4,0,0,1,Classroom,1,0,1.0,577.13,150,0,734.28,0,0,0,0,0.0,0.88
B-202310-52034,Booked,Accounting Institute,Annual Member Conference,Association,In-person,Meeting Only,Finance,Finance,Website,Medium,2023-01-03,2023-01-31,19,2023-10-25,2023-10-27,2,295,0,0,109,1,Half Ballroom,0,1,9,1.0,25981.39,1,80.7,170.73,0.0,0.0,881.6,6820.08,7701.68,0,0.0,881.6,6495.31,7376.91,,59.59,,2023,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,5,2,24,1,0,1,Theater,3,1,2.2,881.6,2150,4072,8094.7,4,0,0,0,20.0,0.91
B-202310-42346,Booked,Cultural Journeys,Photography Expedition,SMERF,In-person,Rooms Only,SMERF,SMERF,Website,Low,2023-06-30,2023-07-14,11,2023-10-28,2023-10-30,2,120,58,116,63,0,,0,0,3,0.0,0.0,1,85.9,171.22,158.56,18392.96,0.0,0.0,18392.96,106,16807.36,0.0,0.0,16807.36,0.913793103448276,0.0,,2023,10,2,63.7,36.3,0,161.46,130.23,291.69,0.0,130.23,2,19.0,47,58,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-95561,Booked,Technology Innovators,Regional Team Meeting,Corporate,In-person,Full Package,Technology,Technology,Repeat Client,Medium,2023-08-26,2023-09-17,14,2023-10-28,2023-10-30,2,63,10,20,12,1,Boardroom,1,1,8,0.0,0.0,1,84.7,177.28,163.55,3271.0,385.16,1718.26,5374.42,19,3107.45,385.16,1636.44,5129.05,0.95,136.37,,2023,10,2,61.9,38.1,0,4.54,148.01,152.55,0.0,152.55,2,10.0,9,10,0,0,1,2,2,16,0,1,1,Boardroom,2,0,2.0,385.16,700,1404,4261.34,5,0,0,0,100.0,0.86
B-202310-88263,Booked,Personal Event,Graduation Celebration,Wedding/Social,In-person,Rooms Only,Social,Social/Private,Repeat Client,Low,2023-04-18,2023-05-17,26,2023-10-29,2023-10-30,1,194,20,20,22,0,,0,1,3,0.0,0.0,1,83.3,177.02,148.8,2976.0,0.0,0.0,2976.0,12,1785.6,0.0,0.0,1785.6,0.6,0.0,,2023,10,2,73.9,26.1,1,55.48,172.8,228.28,228.28,228.28,1,0.0,20,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-51307,Booked,Insurance Federation,Professional Development Symposium,Association,In-person,Full Package,Finance,Finance,RFP,High,2023-03-02,2023-03-31,19,2023-10-30,2023-11-02,3,242,87,261,121,1,Grand Ballroom,1,1,10,1.0,83803.34,2,80.9,179.65,155.06,40470.66,2276.69,29343.47,72090.82,208,32252.48,2276.69,27946.16,62475.33,0.7969348659003831,230.96,,2023,10,2,55.1,44.9,0,139.4,125.62,265.02,0.0,125.62,2,3.0,82,87,81,0,1,3,3,24,1,0,1,Classroom,2,0,2.0,2276.69,1050,24805,33812.64,5,0,0,0,100.0,0.5
B-202310-92465,Booked,Nursing Council,Committee Meeting,Association,In-person,Full Package,Healthcare,Healthcare,Referral,Medium,2023-03-06,2023-04-14,26,2023-10-30,2023-11-01,2,238,55,110,72,1,Half Ballroom,1,1,13,0.0,0.0,2,83.2,177.29,146.13,16074.3,1188.65,10332.25,27595.2,76,11105.88,1188.65,9840.24,22134.77,0.6909090909090909,136.67,,2023,10,3,64.2,35.8,0,24.0,128.54,152.54,0.0,128.54,2,21.8,43,55,0,0,1,2,2,16,1,0,1,Classroom,3,1,2.5,1188.65,1000,3480,5609.82,4,0,0,0,100.0,0.6
B-202310-97993,Booked,TechCorp Solutions,Regional Team Meeting,Corporate,In-person,Meeting Only,Technology,Technology,Referral,Medium,2023-08-15,2023-09-04,13,2023-10-31,2023-11-03,3,77,0,0,121,1,Grand Ballroom,0,1,7,1.0,32199.59,1,88.2,176.3,0.0,0.0,2267.53,28631.99,30899.52,0,0.0,2267.53,27268.56,29536.09,,225.36,,2023,10,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,3,3,24,1,0,1,Theater,3,1,2.67,2267.53,1650,26015,35172.38,4,0,0,0,100.0,0.5
B-202311-17217,Booked,Volunteer Network,Charity Fundraiser,SMERF,In-person,Meeting Only,Other,Other,Third-Party Planner,Low,2023-08-19,2023-09-10,14,2023-11-02,2023-11-03,1,75,0,0,29,1,Breakout Room,0,0,8,0.0,0.0,4,71.8,166.21,0.0,0.0,430.25,0.0,430.25,0,0.0,430.25,0.0,430.25,,0.0,,2023,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,1,8,0,0,1,Classroom,2,0,2.0,430.25,350,0,1318.19,0,0,0,0,100.0,0.72
B-202311-53934,Booked,Cultural Journeys,International Tour Package,SMERF,In-person,Meeting Only,Government,Government,Sales Call,Medium,2023-08-29,2023-09-25,17,2023-11-02,2023-11-03,1,65,0,0,136,1,Grand Ballroom,0,0,10,1.0,5309.71,3,67.6,167.67,0.0,0.0,2897.08,0.0,2897.08,0,0.0,2897.08,0.0,2897.08,,0.0,,2023,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,1,1,4,1,0,1,Classroom,1,0,1.0,2897.08,150,0,1654.56,0,0,0,0,0.0,0.57
B-202311-81943,Booked,Education Foundation,Board Retreat,Association,In-person,Full Package,Education,Education,Referral,High,2023-05-20,2023-06-19,22,2023-11-02,2023-11-04,2,166,111,222,122,1,Grand Ballroom,1,0,8,1.0,66630.86,1,67.3,165.02,146.98,32629.56,2161.04,21095.51,55886.11,172,25280.56,2161.04,20090.96,47532.56,0.7747747747747747,164.68,,2023,11,3,50.3,49.7,1,129.4,145.09,274.49,175.76,145.09,2,5.4,105,111,0,0,2,2,2,16,1,0,1,Theater,3,1,2.5,2161.04,1000,13054,18853.59,4,0,0,0,100.0,0.51
B-202311-68903,Booked,Social Event,Baby Shower Weekend,Wedding/Social,In-person,Full Package,Social,Social/Private,Repeat Client,Low,2023-03-16,2023-05-01,35,2023-11-03,2023-11-04,1,232,27,27,30,1,Breakout Room,1,1,11,0.0,0.0,2,69.0,166.55,147.66,3986.82,532.58,3996.41,8515.81,18,2657.88,532.58,3806.1,6996.56,0.6666666666666666,126.87,,2023,11,3,62.1,37.9,1,70.34,146.62,216.96,216.96,146.62,1,0.0,27,0,0,0,1,2,1,8,0,0,1,Banquet,1,0,0.5,532.58,150,1350,2713.6,1,0,1,1,0.0,0.75
B-202311-71377,Booked,Consulting Network,Town Hall Meeting,Corporate,In-person,Full Package,Professional Services,Professional Services,Cvent,Low,2023-09-13,2023-10-06,13,2023-11-03,2023-11-04,1,51,39,39,48,1,Half Ballroom,1,1,10,0.0,0.0,3,69.0,166.63,147.91,5768.49,947.9,3800.66,10517.05,34,5028.94,947.9,3619.68,9596.52,0.8717948717948718,75.41,,2023,11,2,66.8,33.2,0,16.25,128.1,144.35,0.0,144.35,1,0.0,39,0,0,0,1,1,1,8,1,0,1,Classroom,3,1,3.0,947.9,650,1560,2804.99,3,0,0,0,100.0,0.4
B-202311-33363,Booked,Professional Engineers Society,Certification Training,Association,In-person,Full Package,Association,Other,Direct Inquiry,Medium,2023-03-08,2023-04-07,21,2023-11-04,2023-11-06,2,241,54,108,70,1,Half Ballroom,1,0,9,1.0,30318.95,1,89.4,203.21,167.91,18134.28,1850.77,10617.08,30602.13,77,12929.07,1850.77,10111.5,24891.34,0.7129629629629629,144.45,,2023,11,3,51.6,48.4,1,105.47,182.99,288.46,242.4,288.46,2,9.3,49,54,0,0,2,2,2,16,1,0,1,Classroom,2,0,1.5,1850.77,500,2800,4547.48,5,0,0,0,100.0,0.58
B-202311-45968,Booked,Real Estate Board,Educational Seminar Series,Association,In-person,Full Package,Government,Government,Cvent,High,2023-03-18,2023-04-19,19,2023-11-04,2023-11-07,3,231,90,270,113,1,Half Ballroom,1,0,13,1.0,102443.03,2,83.8,199.72,179.88,48567.6,993.42,10208.65,59769.67,193,34716.84,993.42,9722.52,45432.78,0.7148148148148148,86.04,,2023,11,3,51.2,48.8,0,28.63,134.2,162.83,0.0,149.46,2,2.3,85,90,88,0,1,7,3,36,1,0,1,Classroom,3,1,2.14,993.42,2850,5160,10759.7,5,0,0,0,28.6,0.94
B-202311-70674,Booked,Banking Consortium,Board of Directors Meeting,Corporate,In-person,Full Package,Finance,Finance,RFP,Low,2023-06-27,2023-07-17,8,2023-11-04,2023-11-05,1,130,27,27,34,1,Breakout Room,1,1,12,0.0,0.0,4,83.8,197.98,163.98,4427.46,360.26,2481.15,7268.87,23,3771.54,360.26,2363.0,6494.8,0.8518518518518519,69.5,,2023,11,4,73.1,26.9,0,132.45,135.79,268.24,0.0,149.63,1,0.0,27,0,0,0,1,1,1,8,0,0,1,Classroom,2,0,2.0,360.26,350,2618,4033.89,4,0,0,0,100.0,0.85
B-202311-14085,Booked,Family Celebration,Charity Gala,Wedding/Social,In-person,Full Package,Social,Social/Private,Repeat Client,Medium,2023-01-23,2023-03-08,30,2023-11-05,2023-11-06,1,286,36,36,50,1,Half Ballroom,1,0,14,0.0,0.0,2,79.6,194.81,171.47,6172.92,999.12,7304.85,14476.89,19,3257.93,999.12,6957.0,11214.05,0.5277777777777778,139.14,,2023,11,3,64.3,35.7,1,165.93,125.61,291.54,182.62,125.61,1,0.0,36,0,0,0,1,1,1,4,1,0,1,Reception,0,0,0.0,999.12,0,1320,1691.29,1,1,0,1,0.0,0.42
B-202311-46261,Booked,Financial Services Group,Innovation Workshop,Corporate,In-person,Full Package,Finance,Finance,Website,Low,2023-07-11,2023-08-05,11,2023-11-07,2023-11-09,2,119,28,56,33,1,Breakout Room,1,0,14,1.0,19128.78,2,66.5,164.12,144.27,8079.12,509.04,5700.62,14288.78,52,7502.04,509.04,5429.16,13440.24,0.9285714285714286,164.52,,2023,11,3,73.8,26.2,1,150.18,135.44,285.62,233.62,135.44,2,39.3,17,28,0,0,1,2,2,16,0,0,1,Classroom,3,1,2.0,509.04,800,4290,7251.12,4,0,0,0,100.0,0.82
